subj_id,seed,date,computer,block,block_type,trial,proposition_id,feat_type,question,cue,cue_file,mask_type,response_type,word,word_file,correct_response,response,rt,is_correct
PVW218a,218a,2015_Dec_04_0936,LL-George,3,test,181,alligator:visual:yes:4,visual,Does it have a tail?,alligator,alligator_3.wav,nomask,prompt,,,yes,yes,286.858825595,1
PVW218a,218a,2015_Dec_04_0936,LL-George,3,test,182,bottle:nonvisual:yes:5,nonvisual,Is it used for holding beer?,bottle,bottle_4.wav,mask,prompt,,,yes,yes,232.53236874,1
PVW218a,218a,2015_Dec_04_0936,LL-George,3,test,183,table:visual:yes:4,visual,Is it flat?,table,table_3.wav,nomask,prompt,,,yes,yes,280.741321621,1
PVW218a,218a,2015_Dec_04_0936,LL-George,3,test,184,,,----------,penguin,penguin_4.wav,mask,word,grasshopper,grasshopper_1.wav,no,no,799.883168191,1
PVW218a,218a,2015_Dec_04_0936,LL-George,3,test,185,raccoon:nonvisual:yes:3,nonvisual,Is it nocturnal?,raccoon,raccoon_3.wav,nomask,prompt,,,yes,yes,298.164300737,1
PVW218a,218a,2015_Dec_04_0936,LL-George,3,test,186,,,----------,giraffe,giraffe_2.wav,mask,word,giraffe,giraffe_4.wav,yes,yes,563.99820745,1
PVW218a,218a,2015_Dec_04_0936,LL-George,3,test,187,chicken:visual:yes:4,visual,Does it have legs?,chicken,chicken_1.wav,mask,prompt,,,yes,yes,963.885856909,1
PVW218a,218a,2015_Dec_04_0936,LL-George,3,test,188,deer:visual:no:3,visual,Does it have a lid?,deer,deer_1.wav,mask,prompt,,,no,no,240.837027668,1
PVW218a,218a,2015_Dec_04_0936,LL-George,3,test,189,camel:nonvisual:yes:6,nonvisual,Does it eat?,camel,camel_3.wav,mask,prompt,,,yes,yes,160.980746732,1
PVW218a,218a,2015_Dec_04_0936,LL-George,3,test,190,bottle:nonvisual:no:1,nonvisual,Is it an animal?,bottle,bottle_4.wav,mask,prompt,,,no,no,255.848470726,1
PVW218a,218a,2015_Dec_04_0936,LL-George,3,test,191,,,----------,swan,swan_4.wav,nomask,word,swan,swan_1.wav,yes,yes,618.370436714,1
PVW218a,218a,2015_Dec_04_0936,LL-George,3,test,192,pig:nonvisual:yes:1,nonvisual,Is it an animal?,pig,pig_2.wav,nomask,prompt,,,yes,yes,331.590672606,1
PVW218a,218a,2015_Dec_04_0936,LL-George,3,test,193,zebra:visual:yes:3,visual,Does it have hooves?,zebra,zebra_3.wav,mask,prompt,,,yes,yes,238.853768213,1
